ID,initial_salary_for_detail
1,"1：能力別給与体系（最低年俸504万円～/個々人の能力別に当社独自の基準で評価）
2：エキスパート認定（最低年俸720万円～/高度な技術や実績、成果をお持ちの方が対象）
※エキスパート認定
豊富なサービス開発経験や特定の技術領域への顕著な知見をお持ちの学生を対象に、これまでの実績を総合的に査定し評価いたします。査定対象は技術的スキルや実績、AI等の要素技術研究成果、執筆した論文、当社での就業経験（インターン、アルバイト）です。研究の将来性や事業との相乗効果などを鑑みた上で、当社独自の基準で評価いたします。"
